date,value
2017-01-01 17:43:52,42.6
2017-01-01 17:45:00,42.9
2017-01-01 17:46:00,34.8
2017-01-01 17:48:00,46.7
2017-01-01 17:49:00,46.7
2017-01-01 17:50:00,47.3
2017-01-01 17:52:00,40.0
2017-01-01 17:53:00,48.4
2017-01-01 17:54:01,56.5
2017-01-01 17:55:09,49.7
2017-01-01 17:56:14,48.3
2017-01-01 17:57:28,48.8
2017-01-01 17:58:35,46.8
2017-01-01 17:59:39,49.2
2017-01-01 18:00:47,48.2
2017-01-01 18:01:52,42.6
2017-01-01 18:03:00,51.3
2017-01-01 18:04:11,50.5
2017-01-01 18:05:24,46.1
2017-01-01 18:06:27,52.7
2017-01-01 18:07:48,79.0
2017-01-01 18:09:00,68.2
2017-01-01 18:10:00,68.7
2017-01-01 18:11:47,65.7
2017-01-01 18:12:57,61.1
2017-01-01 18:14:00,63.5
2017-01-01 18:15:00,56.7
2017-01-01 18:16:15,60.0
2017-01-01 18:17:52,55.9
2017-01-01 18:19:00,63.7
2017-01-01 18:20:00,56.7
2017-01-01 18:21:11,56.6
2017-01-01 18:22:13,66.6
2017-01-01 18:23:16,61.5
2017-01-01 18:24:42,63.1
2017-01-01 18:26:00,61.4
2017-01-01 18:27:00,64.7
2017-01-01 18:29:00,64.2
2017-01-01 18:30:16,56.2
2017-01-01 18:32:00,56.9
2017-01-01 18:33:00,53.6
2017-01-01 18:34:03,65.7
2017-01-01 18:36:00,56.7
2017-01-01 18:37:00,53.9
2017-01-01 18:38:03,52.2
2017-01-01 18:39:49,50.8
2017-01-01 18:41:00,48.8
2017-01-01 18:42:00,45.6
2017-01-01 18:43:00,48.8
2017-01-01 18:44:17,44.8
2017-01-01 18:45:33,46.2
2017-01-01 18:46:36,49.0
2017-01-01 18:47:37,49.0
2017-01-01 18:49:00,49.6
2017-01-01 18:51:00,50.3
2017-01-01 18:52:32,51.8
2017-01-01 18:54:00,43.1
2017-01-01 18:55:00,43.8
2017-01-01 18:56:43,49.1
2017-01-01 18:58:00,48.0
2017-01-01 18:59:07,48.5
2017-01-01 19:00:13,40.8
2017-01-01 19:01:18,39.4
2017-01-01 19:02:32,43.3
2017-01-01 19:03:38,44.7
2017-01-01 19:05:00,42.1
2017-01-01 19:06:00,43.6
2017-01-01 19:07:05,38.0
2017-01-01 19:08:28,42.8
2017-01-01 19:09:40,44.7
2017-01-01 19:10:43,46.5
2017-01-01 19:12:00,50.2
2017-01-01 19:13:08,55.7
2017-01-01 19:14:09,57.2
2017-01-01 19:15:27,41.8
2017-01-01 19:17:00,44.5
2017-01-01 19:18:23,45.0
2017-01-01 19:19:56,46.1
2017-01-01 19:21:00,39.1
2017-01-01 19:22:00,47.5
2017-01-01 19:23:00,37.2
2017-01-01 19:24:00,40.9
2017-01-01 19:25:49,39.6
2017-01-01 19:26:51,40.9
2017-01-01 19:28:00,37.1
2017-01-01 19:29:01,38.9
2017-01-01 19:30:07,37.2
2017-01-01 19:31:26,37.0
2017-01-01 19:32:49,35.2
2017-01-01 19:33:56,33.4
2017-01-01 19:35:00,29.5
2017-01-01 19:36:23,34.1
2017-01-01 19:38:00,44.4
2017-01-01 19:40:00,43.7
2017-01-01 19:41:28,48.6
2017-01-01 19:43:00,42.7
2017-01-01 19:44:00,32.0
2017-01-01 19:45:17,36.9
2017-01-01 19:46:28,36.6
2017-01-01 19:47:45,38.6
2017-01-01 19:49:00,36.8
2017-01-01 19:50:38,25.0
2017-01-01 19:52:00,29.1
2017-01-01 19:53:00,28.4
2017-01-01 19:55:00,35.2
2017-01-01 19:56:00,34.9
2017-01-01 19:57:00,36.0
2017-01-01 19:58:00,41.6
2017-01-01 19:59:07,40.4
2017-01-01 20:00:24,49.5
2017-01-01 20:01:32,43.7
2017-01-01 20:02:39,50.2
2017-01-01 20:03:49,51.0
2017-01-01 20:05:00,55.2
2017-01-01 20:06:00,53.0
2017-01-01 20:07:07,52.7
2017-01-01 20:08:11,47.6
2017-01-01 20:09:36,56.3
2017-01-01 20:11:00,60.6
2017-01-01 20:12:30,53.6
2017-01-01 20:13:33,55.6
2017-01-01 20:14:50,55.3
2017-01-01 20:15:53,57.2
2017-01-01 20:16:55,59.3
2017-01-01 20:18:00,58.3
2017-01-01 20:19:11,57.6
2017-01-01 20:20:14,57.0
2017-01-01 20:22:00,58.1
2017-01-01 20:24:00,51.8
2017-01-01 20:25:56,50.3
2017-01-01 20:27:00,50.2
2017-01-01 20:29:00,44.0
2017-01-01 20:30:06,40.4
2017-01-01 20:31:09,47.3
2017-01-01 20:32:12,56.3
2017-01-01 20:33:31,44.0
2017-01-01 20:34:39,43.4
2017-01-01 20:35:44,40.0
2017-01-01 20:37:00,40.0
2017-01-01 20:38:25,35.4
2017-01-01 20:40:00,32.7
2017-01-01 20:41:00,43.0
2017-01-01 20:42:00,37.9
2017-01-01 20:43:09,38.7
2017-01-01 20:44:24,39.4
2017-01-01 20:45:41,39.4
2017-01-01 20:47:00,45.0
2017-01-01 20:48:01,45.6
2017-01-01 20:49:50,36.6
2017-01-01 20:50:53,41.2
2017-01-01 20:52:00,39.8
2017-01-01 20:53:09,36.9
2017-01-01 20:54:16,34.3
2017-01-01 20:56:36,36.0
2017-01-01 20:55:20,43.5
2017-01-01 20:57:39,38.8
2017-01-01 20:59:00,39.3
2017-01-01 21:00:00,44.3
2017-01-01 21:01:00,40.8
2017-01-01 21:02:14,50.2
2017-01-01 21:03:15,52.9
2017-01-01 21:05:00,55.6
2017-01-01 21:06:08,59.9
2017-01-01 21:36:00,53.0
2017-01-01 21:07:18,56.5
2017-01-01 21:09:00,50.0
2017-01-01 21:10:00,48.2
2017-01-01 21:11:38,53.6
2017-01-01 21:12:57,52.1
2017-01-01 21:13:59,47.5
2017-01-01 21:15:00,53.8
2017-01-01 21:16:17,55.3
2017-01-01 21:17:18,48.2
2017-01-01 21:19:00,46.0
2017-01-01 21:20:05,43.9
2017-01-01 21:22:00,46.1
2017-01-01 21:23:00,43.4
2017-01-01 21:24:00,48.8
2017-01-01 21:25:05,50.7
2017-01-01 21:27:00,46.7
2017-01-01 21:28:00,49.8
2017-01-01 21:29:00,48.6
2017-01-01 21:30:17,49.0
2017-01-01 21:32:00,56.9
2017-01-01 21:33:39,53.8
2017-01-01 21:35:00,55.9
2017-01-01 21:37:43,53.0
2017-01-01 21:39:00,52.4
2017-01-01 21:40:00,53.6
2017-01-01 21:41:04,52.2
2017-01-01 21:42:16,45.4
2017-01-01 21:43:59,53.9
2017-01-01 21:45:00,57.5
2017-01-01 21:46:00,61.5
2017-01-01 21:47:00,52.8
2017-01-01 21:48:12,51.0
2017-01-01 21:49:32,51.0
2017-01-01 21:50:39,50.0
2017-01-01 21:52:00,51.2
2017-01-01 21:53:00,63.5
2017-01-01 21:54:00,68.8
2017-01-01 21:55:41,81.3
2017-01-01 21:56:43,74.1
2017-01-01 21:57:48,80.3
2017-01-01 21:59:00,81.9
2017-01-01 22:01:00,76.1
2017-01-01 22:02:00,76.9
2017-01-01 22:03:03,81.5
2017-01-01 22:05:00,81.6
2017-01-01 22:06:03,81.7
2017-01-01 22:08:00,64.5
2017-01-01 22:09:00,70.4
2017-01-01 22:10:00,75.2
2017-01-01 22:11:20,74.3
2017-01-01 22:12:26,74.1
2017-01-01 22:13:38,77.0
2017-01-01 22:15:00,76.4
2017-01-01 22:16:00,75.5
2017-01-01 22:17:00,75.3
2017-01-01 22:18:44,76.8
2017-01-01 22:20:00,74.7
2017-01-01 22:21:17,74.6
2017-01-01 22:22:50,68.7
2017-01-01 22:23:55,64.3
2017-01-01 22:25:00,70.0
2017-01-01 22:26:52,76.0
2017-01-01 22:28:00,74.4
2017-01-01 22:34:21,77.8
2017-01-01 22:29:00,74.5
2017-01-01 22:30:24,71.7
2017-01-01 22:32:00,72.6
2017-01-01 22:33:00,77.0
2017-01-01 22:35:25,77.8
2017-01-01 22:37:00,81.2
2017-01-01 22:39:00,80.6
2017-01-01 22:40:00,84.9
2017-01-01 22:41:11,88.1
2017-01-01 22:42:16,85.3
2017-01-01 22:44:00,74.7
2017-01-01 22:45:00,82.7
2017-01-01 22:46:00,79.0
2017-01-01 22:47:07,76.2
2017-01-01 22:48:09,80.7
2017-01-01 22:49:14,145.9
2017-01-01 22:51:00,118.2
2017-01-01 22:53:00,112.9
2017-01-01 22:54:00,112.4
2017-01-01 22:55:15,123.1
2017-01-01 22:56:43,125.3
2017-01-01 22:58:00,123.6
2017-01-01 22:59:07,125.2
2017-01-01 23:00:25,123.6
2017-01-01 23:01:42,129.3
2017-01-01 23:03:00,136.2
2017-01-01 23:04:17,131.7
2017-01-01 23:05:43,133.1
2017-01-01 23:06:45,69.3
2017-01-01 23:07:47,90.0
2017-01-01 23:08:52,89.7
2017-01-01 23:10:00,82.0
2017-01-01 23:11:00,84.4
2017-01-01 23:12:34,80.1
2017-01-01 23:13:36,79.2
2017-01-01 23:15:00,86.3
2017-01-01 23:16:00,88.4
2017-01-01 23:17:03,84.2
2017-01-01 23:18:35,80.2
2017-01-01 23:19:36,79.3
2017-01-01 23:21:00,76.4
2017-01-01 23:22:02,84.6
2017-01-01 23:23:04,83.3
2017-01-01 23:24:38,79.2
2017-01-01 23:25:43,77.8
2017-01-01 23:26:49,75.5
2017-01-01 23:28:00,74.3
2017-01-01 23:29:01,78.5
2017-01-01 23:30:06,79.0
2017-01-01 23:31:09,80.5
2017-01-01 23:32:11,79.8
2017-01-01 23:33:45,74.3
2017-01-01 23:34:46,77.5
2017-01-01 23:36:00,82.0
2017-01-01 23:37:00,82.1
2017-01-01 23:38:17,76.1
2017-01-01 23:39:18,83.5
2017-01-01 23:41:00,86.8
2017-01-01 23:42:15,82.1
2017-01-01 23:43:19,78.6
2017-01-01 23:44:19,81.4
2017-01-01 23:45:21,82.7
2017-01-01 23:46:24,82.8
2017-01-01 23:47:43,89.6
2017-01-01 23:48:56,81.2
2017-01-01 23:50:00,88.6
2017-01-01 23:51:19,90.1
2017-01-01 23:52:34,88.1
2017-01-01 23:53:40,97.3
2017-01-01 23:58:10,89.6
2017-01-01 23:55:00,99.8
2017-01-01 23:56:06,94.5
2017-01-01 23:57:09,95.7
2017-01-01 23:59:11,97.4
